Type,Execs,Cores,TotalCores,MemGB,Data,AppID,S1,S2,S3,S4,S5a,S5b,S6a,S6b,TotalTime,AppTimeMs,ExecRunTimeMs,Parallelism,GCms,GCRatio,ShuffleReadMs,ShuffleWriteMs,CommMs,CommRatio,ComputeMs,ComputeRatio,MemSpillMB,DiskSpillMB,PeakHeapMB,Run
Weak,16,2,32,8,small_16,application_1772492797887_0643,254.306801,17.596365,435.846345,409.996292,710.054639,411.858305,314.696419,448.892001,3004.502259,3021635,73301646,24.258934649618492,782379,0.010673416528736613,1896066,62049.354915,1958115.354915,0.026713115758887598,70561151.645085,0.9626134677123759,32768.0,9948.126275062561,2316.145233154297,1
Weak,16,2,32,8,small_16,application_1772492797887_0659,237.226908,18.495815,397.612956,0,0,0,0,0,0,834393,17954273,21.51776560925125,235216,0.013100836775735782,778868,25558.505547,804426.505547,0.044804181464044794,16914630.494453,0.9420949817602196,32768.0,9948.126275062561,2695.033561706543,2
