Type,Execs,Cores,TotalCores,MemGB,Data,AppID,S1,S2,S3,S4,S5a,S5b,S6a,S6b,TotalTime,AppTimeMs,ExecRunTimeMs,Parallelism,GCms,GCRatio,ShuffleReadMs,ShuffleWriteMs,CommMs,CommRatio,ComputeMs,ComputeRatio,MemSpillMB,DiskSpillMB,PeakHeapMB,Run
Weak,8,2,16,8,small_8,application_1772492797887_0907,137.679816,29.613755,474.622760,0,0,0,0,0,0,667520,7614838,11.407655201342264,86258,0.011327621152281898,189434,16397.077523,205831.077523,0.02703026348334659,7322748.922477,0.9616421153643714,16384.0,4960.735320091248,1751.1214904785156,1
Weak,8,2,16,8,small_8,application_1772492797887_0915,188.434547,23.774840,557.992235,457.196996,694.912180,447.609709,212.414679,470.195093,3053.806280,3084393,38217533,12.390617213824564,434730,0.011375145538567338,275553,103853.382442,379406.382442,0.00992754771591353,37403396.617558,0.9786973067455192,16384.0,4960.735320091248,3007.947784423828,2
